node_name,price_cpu,price_mem,price_net,price_queue,task_name,updated_time
node1,N/A,N/A,N/A,N/A,task2,N/A
node2,N/A,N/A,N/A,N/A,task2,N/A
node3,N/A,N/A,N/A,N/A,task2,N/A
node1,N/A,N/A,N/A,N/A,task3,N/A
node2,N/A,N/A,N/A,N/A,task3,N/A
node3,N/A,N/A,N/A,N/A,task3,N/A
node1,N/A,N/A,N/A,N/A,task5,N/A
node2,N/A,N/A,N/A,N/A,task5,N/A
node3,N/A,N/A,N/A,N/A,task5,N/A
node1,N/A,N/A,N/A,N/A,task6,N/A
node2,N/A,N/A,N/A,N/A,task6,N/A
node3,N/A,N/A,N/A,N/A,task6,N/A
node1,N/A,N/A,N/A,N/A,task0,N/A
node2,N/A,N/A,N/A,N/A,task0,N/A
node3,N/A,N/A,N/A,N/A,task0,N/A
node1,N/A,N/A,N/A,N/A,task1,N/A
node2,N/A,N/A,N/A,N/A,task1,N/A
node3,N/A,N/A,N/A,N/A,task1,N/A
node1,N/A,N/A,N/A,N/A,task4,N/A
node2,N/A,N/A,N/A,N/A,task4,N/A
node1,7.957042253521127,44.11056338028173,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:25:11
node3,8.786619718309863,41.203521126760535,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:25:12
node3,8.786619718309863,41.203521126760535,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:25:12
node1,7.957042253521127,44.11056338028173,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:25:12
node2,14.359859154929579,40.976056338028165,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:25:12
node2,14.359859154929579,40.976056338028165,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:25:12
node1,7.957042253521127,44.11056338028173,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:25:12
node2,14.359859154929579,40.976056338028165,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:25:12
node1,7.957042253521127,44.11056338028173,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:25:13
node2,14.359859154929579,40.976056338028165,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:25:13
node1,7.957042253521127,44.11056338028173,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:25:13
node2,14.359859154929579,40.976056338028165,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:25:13
node1,7.957042253521127,44.11056338028173,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:25:13
node2,14.359859154929579,40.976056338028165,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:25:13
node2,14.359859154929579,40.976056338028165,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:25:14
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:26:23
node3,8.765517241379316,41.246896551724106,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:28:10
node3,8.765517241379316,41.246896551724106,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:28:11
node3,8.765517241379316,41.246896551724106,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:28:11
node3,8.765517241379316,41.246896551724106,node2 1316.5963562329766 node1 1519.7800623695941 home 1348.322338400048 ,0,task4,31.03.19 11:28:11
node1,8.053103448275863,44.174482758620734,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:28:11
node3,8.765517241379316,41.246896551724106,node2 1309.5740557969252 node1 1480.103746604267 home 1341.3021811299232 ,0,task1,31.03.19 11:28:11
node1,8.053103448275863,44.174482758620734,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:28:11
node3,8.765517241379316,41.246896551724106,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:28:12
node3,8.765517241379316,41.246896551724106,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:28:12
node1,8.053103448275863,44.174482758620734,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:28:12
node2,15.26551724137931,40.97103448275862,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:28:12
node2,15.26551724137931,40.97103448275862,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:28:12
node2,15.26551724137931,40.97103448275862,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:28:12
node1,8.053103448275863,44.174482758620734,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:28:12
node2,15.26551724137931,40.97103448275862,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:28:12
node1,8.053103448275863,44.174482758620734,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:28:12
node2,15.26551724137931,40.97103448275862,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:28:13
node1,8.053103448275863,44.174482758620734,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:28:13
node1,8.053103448275863,44.174482758620734,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:28:13
node2,15.26551724137931,40.97103448275862,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:28:13
node2,15.26551724137931,40.97103448275862,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:28:13
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:29:23
node3,9.010810810810817,41.29324324324322,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:31:10
node3,9.010810810810817,41.29324324324322,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:31:11
node3,9.010810810810817,41.29324324324322,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:31:11
node3,9.010810810810817,41.29324324324322,node2 1316.5963562329766 node1 1519.7800623695941 home 1348.322338400048 ,0,task4,31.03.19 11:31:11
node1,8.109459459459458,44.23445945945951,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:31:11
node3,9.010810810810817,41.29324324324322,node2 1309.5740557969252 node1 1480.103746604267 home 1341.3021811299232 ,0,task1,31.03.19 11:31:11
node1,8.109459459459458,44.23445945945951,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:31:11
node3,9.010810810810817,41.29324324324322,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:31:11
node3,9.010810810810817,41.29324324324322,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:31:12
node1,8.109459459459458,44.23445945945951,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:31:12
node2,15.522297297297298,40.96621621621621,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:31:12
node2,15.522297297297298,40.96621621621621,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:31:12
node2,15.522297297297298,40.96621621621621,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:31:12
node1,8.109459459459458,44.23445945945951,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:31:12
node2,15.522297297297298,40.96621621621621,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:31:12
node1,8.109459459459458,44.23445945945951,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:31:12
node2,15.522297297297298,40.96621621621621,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:31:13
node1,8.109459459459458,44.23445945945951,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:31:13
node1,8.109459459459458,44.23445945945951,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:31:13
node2,15.522297297297298,40.96621621621621,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:31:13
node2,15.522297297297298,40.96621621621621,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:31:13
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:32:23
node3,9.578807947019873,41.33841059602646,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:34:10
node3,9.578807947019873,41.33841059602646,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:34:11
node3,9.578807947019873,41.33841059602646,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:34:11
node1,8.32185430463576,44.29403973509938,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:34:11
node3,9.578807947019873,41.33841059602646,node2 1316.5963562329766 node1 1519.7800623695941 home 1348.322338400048 ,0,task4,31.03.19 11:34:11
node3,9.578807947019873,41.33841059602646,node2 1309.5740557969252 node1 1480.103746604267 home 1341.3021811299232 ,0,task1,31.03.19 11:34:11
node1,8.32185430463576,44.29403973509938,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:34:12
node3,9.578807947019873,41.33841059602646,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:34:12
node3,9.578807947019873,41.33841059602646,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:34:12
node2,15.586754966887419,40.96092715231787,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:34:12
node2,15.586754966887419,40.96092715231787,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:34:12
node1,8.32185430463576,44.29403973509938,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:34:12
node2,15.586754966887419,40.96092715231787,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:34:12
node2,15.586754966887419,40.96092715231787,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:34:12
node1,8.32185430463576,44.29403973509938,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:34:12
node2,15.586754966887419,40.96092715231787,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:34:13
node1,8.32185430463576,44.29403973509938,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:34:13
node1,8.32185430463576,44.29403973509938,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:34:13
node1,8.32185430463576,44.29403973509938,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:34:13
node2,15.586754966887419,40.96092715231787,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:34:13
node2,15.586754966887419,40.96092715231787,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:34:13
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:35:23
node3,10.159740259740264,41.38181818181816,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:37:10
node3,10.159740259740264,41.38181818181816,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:37:11
node3,10.159740259740264,41.38181818181816,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:37:11
node1,8.525974025974026,44.35324675324681,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:37:11
node3,10.159740259740264,41.38181818181816,node2 1316.5963562329766 node1 1519.7800623695941 home 1348.322338400048 ,0,task4,31.03.19 11:37:11
node3,10.159740259740264,41.38181818181816,node2 1309.5740557969252 node1 1480.103746604267 home 1341.3021811299232 ,0,task1,31.03.19 11:37:11
node1,8.525974025974026,44.35324675324681,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:37:12
node3,10.159740259740264,41.38181818181816,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:37:12
node1,8.525974025974026,44.35324675324681,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:37:12
node3,10.159740259740264,41.38181818181816,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:37:12
node2,15.664935064935065,40.95584415584415,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:37:12
node2,15.664935064935065,40.95584415584415,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:37:12
node2,15.664935064935065,40.95584415584415,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:37:12
node1,8.525974025974026,44.35324675324681,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:37:12
node2,15.664935064935065,40.95584415584415,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:37:12
node1,8.525974025974026,44.35324675324681,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:37:12
node2,15.664935064935065,40.95584415584415,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:37:13
node1,8.525974025974026,44.35324675324681,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:37:13
node1,8.525974025974026,44.35324675324681,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:37:13
node2,15.664935064935065,40.95584415584415,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:37:13
node2,15.664935064935065,40.95584415584415,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:37:13
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:38:23
node3,10.713375796178351,41.425477707006344,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:40:10
node3,10.713375796178351,41.425477707006344,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:40:11
node3,10.713375796178351,41.425477707006344,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:40:11
node3,10.713375796178351,41.425477707006344,node2 1316.5963562329766 node1 1519.7800623695941 home 1348.322338400048 ,0,task4,31.03.19 11:40:11
node1,8.713375796178346,44.410191082802605,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:40:11
node3,10.713375796178351,41.425477707006344,node2 1309.5740557969252 node1 1480.103746604267 home 1341.3021811299232 ,0,task1,31.03.19 11:40:11
node1,8.713375796178346,44.410191082802605,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:40:11
node3,10.713375796178351,41.425477707006344,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:40:11
node3,10.713375796178351,41.425477707006344,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:40:12
node1,8.713375796178346,44.410191082802605,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:40:12
node2,15.726751592356687,40.95095541401273,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:40:12
node2,15.726751592356687,40.95095541401273,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:40:12
node2,15.726751592356687,40.95095541401273,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:40:12
node1,8.713375796178346,44.410191082802605,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:40:12
node2,15.726751592356687,40.95095541401273,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:40:12
node1,8.713375796178346,44.410191082802605,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:40:12
node2,15.726751592356687,40.95095541401273,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:40:12
node1,8.713375796178346,44.410191082802605,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:40:13
node1,8.713375796178346,44.410191082802605,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:40:13
node2,15.726751592356687,40.95095541401273,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:40:13
node2,15.726751592356687,40.95095541401273,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:40:13
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:41:23
node3,11.240000000000007,41.46749999999998,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:43:10
node3,11.240000000000007,41.46749999999998,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:43:11
node3,11.240000000000007,41.46749999999998,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:43:11
node3,11.240000000000007,41.46749999999998,node2 1316.5963562329766 node1 1519.7800623695941 home 1348.322338400048 ,0,task4,31.03.19 11:43:11
node1,8.89625,44.46437500000005,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:43:11
node3,11.240000000000007,41.46749999999998,node2 1309.5740557969252 node1 1480.103746604267 home 1341.3021811299232 ,0,task1,31.03.19 11:43:11
node1,8.89625,44.46437500000005,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:43:12
node3,11.240000000000007,41.46749999999998,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:43:12
node3,11.240000000000007,41.46749999999998,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:43:12
node1,8.89625,44.46437500000005,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:43:12
node2,15.785,40.94687499999999,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:43:12
node2,15.785,40.94687499999999,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:43:12
node2,15.785,40.94687499999999,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:43:12
node1,8.89625,44.46437500000005,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:43:12
node2,15.785,40.94687499999999,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:43:12
node1,8.89625,44.46437500000005,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:43:12
node2,15.785,40.94687499999999,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:43:13
node1,8.89625,44.46437500000005,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:43:13
node1,8.89625,44.46437500000005,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:43:13
node2,15.785,40.94687499999999,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:43:13
node2,15.785,40.94687499999999,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:43:13
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:44:23
node3,11.776073619631909,41.50797546012267,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:46:10
node3,11.776073619631909,41.50797546012267,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:46:11
node3,11.776073619631909,41.50797546012267,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:46:11
node1,9.063803680981595,44.515950920245444,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:46:11
node3,11.776073619631909,41.50797546012267,node2 1316.5963562329766 node1 1519.7800623695941 home 1348.322338400048 ,0,task4,31.03.19 11:46:11
node3,11.776073619631909,41.50797546012267,node2 1309.5740557969252 node1 1480.103746604267 home 1341.3021811299232 ,0,task1,31.03.19 11:46:11
node1,9.063803680981595,44.515950920245444,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:46:11
node3,11.776073619631909,41.50797546012267,node2 1291.5086765442595 node1 1373.0336858015487 home 1323.2266180227502 ,0,task6,31.03.19 11:46:12
node3,11.776073619631909,41.50797546012267,node2 1336.2634928171572 node1 1625.0275386964554 home 1367.965034902289 ,0,task2,31.03.19 11:46:12
node1,9.063803680981595,44.515950920245444,node2 2435.939472054716 node3 1406.8778659703623 home 2430.981843475221 ,0,task5,31.03.19 11:46:12
node2,15.831901840490797,40.944171779141094,node1 2502.8555972608447 home 128.50936392545725 node3 1299.5709818812443 ,0,task3,31.03.19 11:46:12
node2,15.831901840490797,40.944171779141094,node1 3092.42137096816 home 106.71656139608679 node3 1637.716553783962 ,0,task0,31.03.19 11:46:12
node2,15.831901840490797,40.944171779141094,node1 2635.264908652004 home 123.99469933361678 node3 1369.5405403017394 ,0,task5,31.03.19 11:46:12
node1,9.063803680981595,44.515950920245444,node2 2451.088105525847 node3 1414.5893840623687 home 2445.788983403865 ,0,task4,31.03.19 11:46:12
node2,15.831901840490797,40.944171779141094,node1 2706.8030828441915 home 121.47750316105638 node3 1408.5709658276478 ,0,task4,31.03.19 11:46:12
node1,9.063803680981595,44.515950920245444,node2 2433.7723968451423 node3 1405.77469818952 home 2428.8636431312907 ,0,task1,31.03.19 11:46:12
node2,15.831901840490797,40.944171779141094,node1 2624.892141485392 home 124.35494441314711 node3 1363.9558259041441 ,0,task1,31.03.19 11:46:13
node1,9.063803680981595,44.515950920245444,node2 2390.274195184542 node3 1383.6314197684974 home 2386.347667661151 ,0,task6,31.03.19 11:46:13
node1,9.063803680981595,44.515950920245444,node2 2499.5325037184466 node3 1439.2500999265048 home 2493.143197096826 ,0,task2,31.03.19 11:46:13
node2,15.831901840490797,40.944171779141094,node1 2426.095342694933 home 131.0485920957582 node3 1260.2355019761983 ,0,task6,31.03.19 11:46:13
node2,15.831901840490797,40.944171779141094,node1 2924.0506726082413 home 113.44008227123422 node3 1533.2842206072528 ,0,task2,31.03.19 11:46:13
home,-1,-1,node2 136.58281390700336 node3 1305.5668184833642 node1 2625.5192012522025 ,-1,task0,31.03.19 11:47:23
node3,11.953614457831332,41.549999999999976,node2 1299.4523492651592 node1 1420.9965767165563 home 1331.1775386604847 ,0,task3,31.03.19 11:49:10
node3,11.953614457831332,41.549999999999976,node2 1352.7758343774801 node1 1706.6160530588527 home 1384.4355823252267 ,0,task0,31.03.19 11:49:11
node1,9.059638554216866,44.56566265060247,node2 2408.797400360791 node3 1393.060914178642 home 2404.452326116488 ,0,task3,31.03.19 11:49:11
node3,11.953614457831332,41.549999999999976,node2 1310.4526908322994 node1 1485.127978435358 home 1342.1807360830273 ,0,task5,31.03.19 11:49:11
node1,9.059638554216866,44.56566265060247,node2 2540.1469257928125 node3 1459.9246588837775 home 2532.8458968317887 ,0,task0,31.03.19 11:49:11
